text	labels	0	1	2
Orange base and orange center and white and gray flower ruffles	001	000000000000000000000000000000000000000010010010100011100100000000000000000000	000000000000000000000000000000000000000000110010010011100100000000000000000000	000000000000000000000000000000000000000010010010010011100100000000000000000000
One pink feather	001	010100101010000000000000000000000000000000000000000000000000000000000000000000	100100101010000000000000000000000000000000000000000000000000000000000000000000	010100101010000000000000000000000000000000000000000000000000000000000000000000
Pink head all white body	001	000000000000001010001010001100000000000000000000000000000000000000000000000000	000000000001001001001010001100000000000000000000000000000000000000000000000000	000000000000001001001010001100000000000000000000000000000000000000000000000000
All pink feathers except one orange feather 	001	100100101010000000000000000000000000000000000000000000000000000000000000000000	010100101010000000000000000000000000000000000000000000000000000000000000000000	100100101010000000000000000000000000000000000000000000000000000000000000000000
Click the one that is a purple flower and has a white stem	001	000000000000000000000000000000000000000010010011000101001100000000000000000000	000000000000000000000000000000000000000010010010100101010100000000000000000000	000000000000000000000000000000000000000010010010100101001100000000000000000000
Click the one that is a purple fish with something coming out of it's mouth	001	000000000000000000000000000001010010101100000000000000000000000000000000000000	000000000000000000000000000000110010101100000000000000000000000000000000000000	000000000000000000000000000001010010101100000000000000000000000000000000000000
Click the one that has blue leaves and red berries	001	000000000000000000000000000000000000000000000000000000000000010011000001010000	000000000000000000000000000000000000000000000000000000000000001010001001010000	000000000000000000000000000000000000000000000000000000000000001011000001010000
Click the purple fish WITHOUT stripes that does NOT have anything coming out of it's mouth 	001	000000000000000000000000000001011000011100000000000000000000000000000000000000	000000000000000000000000000001011000001100000000000000000000000000000000000000	000000000000000000000000000001011000001100000000000000000000000000000000000000
Click the purple fish without stripes	001	000000000000000000000000000001011000011100000000000000000000000000000000000000	000000000000000000000000000001011001001100000000000000000000000000000000000000	000000000000000000000000000001011000001100000000000000000000000000000000000000
Click the one that has blue berries	001	000000000000000000000000000000000000000000000000000000000000000110000001001000	000000000000000000000000000000000000000000000000000000000000010010000001001000	000000000000000000000000000000000000000000000000000000000010000010000001001000
Click the one that has purple leaves and purple berries	001	000000000000000000000000000000000000000000000000000000000000010010001001000100	000000000000000000000000000000000000000000000000000000000000010010000011000100	000000000000000000000000000000000000000000000000000000000000010010001001000100
Click the one that has white leaves and a purple center	001	000000000000000000000000000000000000000010001010010011010100000000000000000000	000000000000000000000000000000000000000001001011000011010100000000000000000000	000000000000000000000000000000000000000001001010010011010100000000000000000000
Click the one that is fully orange	001	100100100110000000000000000000000000000000000000000000000000000000000000000000	100100101010000000000000000000000000000000000000000000000000000000000000000000	100100110010000000000000000000000000000000000000000000000000000000000000000000
Click the one that has white wings and purple antennas	001	000000000000101100010001001100000000000000000000000000000000000000000000000000	000000000001001100001001001100000000000000000000000000000000000000000000000000	000000000000101100001001001100000000000000000000000000000000000000000000000000
Click the one that has a purple arm wing and an orange tail of feathers	001	100010110010000000000000000000000000000000000000000000000000000000000000000000	010010100110000000000000000000000000000000000000000000000000000000000000000000	010010110010000000000000000000000000000000000000000000000000000000000000000000
Click the one that has white leaves with a purple round center	001	000000000000000000000000000000000000000000100010011001001100000000000000000000	000000000000000000000000000000000000000001000011001001001100000000000000000000	000000000000000000000000000000000000000001000010011001001100000000000000000000
Click the one with green berries and NO leaves	001	000000000000000000000000000000000000000000000000000000000001000010001001000100	000000000000000000000000000000000000000000000000000000000001000010000001000100	000000000000000000000000000000000000000000000000000000000001000010000001000100
